Serial,Episode_Title,Image_URL,Description,Mode,Video_URL,Number,linked_num,year,Season,Episode,runtime,Writer,Cast
Inferno,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v8ty2.jpg,"As the parallel Earth faces destruction, the Doctor searches for a way back to his own world to prevent the same disaster.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78px/doctor-who-19631996-season-7-inferno-episode-3,283,,1970,,,25,,
Inferno,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v8v4q.jpg,"Back on his Earth, the Doctor races against time to convince the project's leaders of the impending doom.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78qt/doctor-who-19631996-season-7-inferno-episode-4,284,,1970,,,25,,
Inferno,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v8vgr.jpg,"The situation becomes critical as the project spirals out of control, threatening to unleash a global catastrophe.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78rv/doctor-who-19631996-season-7-inferno-episode-5,285,,1970,,,25,,
Inferno,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v8vnx.jpg,"With the drilling project nearing its critical point, the Doctor and UNIT work frantically to halt it.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78sp/doctor-who-19631996-season-7-inferno-episode-6,286,,1970,,,25,,
Inferno,Episode 7,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v8vv9.jpg,"In a desperate bid to stop the disaster, the Doctor's knowledge from the parallel world proves crucial, saving Earth from a similar fate.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78th/doctor-who-19631996-season-7-inferno-episode-7,287,,1970,,,25,,
Terror of the Autons,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3chj.jpg,"The Doctor encounters the Master, a renegade Time Lord, who has come to Earth with deadly Autons and Nestene Consciousness.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bb9/doctor-who-19631996-season-8-terror-of-the-autons-episode-1,288,,1971,,,25,,
Terror of the Autons,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glrh11.jpg,"The Master uses his hypnotic powers to control humans and Autons, creating chaos and threatening global invasion.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bgg/doctor-who-19631996-season-8-terror-of-the-autons-episode-2,289,,1971,,,25,,
Terror of the Autons,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glrhdg.jpg,"The Doctor discovers the Master's plan to unleash the Nestene's living plastic, putting every human at risk.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bmt/doctor-who-19631996-season-8-terror-of-the-autons-episode-3,290,,1971,,,25,,
Terror of the Autons,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbtqp8.jpg,"In a climactic battle, the Doctor and UNIT face the Auton invasion, working to thwart the Master's scheme and repel the Nestene.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bp4/doctor-who-19631996-season-8-terror-of-the-autons-episode-4,291,,1971,,,25,,
The Mind of Evil,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8ks0.jpg,"The Doctor investigates a revolutionary machine that extracts evil from criminals' minds, uncovering a sinister plot.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5brh/doctor-who-19631996-season-8-the-mind-of-evil-episode-1,292,,1971,,,25,,
The Mind of Evil,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8lb7.jpg,"The machine, controlled by the Master, creates deadly havoc, amplifying fear and aggression at a peace conference.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bsh/doctor-who-19631996-season-8-the-mind-of-evil-episode-2,293,,1971,,,25,,
The Mind of Evil,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8mfy.jpg,"As global tensions rise, the Doctor works to neutralize the machine's influence and uncover the Master's ultimate goal.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5bw6/doctor-who-19631996-season-8-the-mind-of-evil-episode-3,294,,1971,,,25,,
The Mind of Evil,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8mw7.jpg,"The Doctor and the Master engage in a mental battle, with the fate of the peace conference and the world at stake.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5c27/doctor-who-19631996-season-8-the-mind-of-evil-episode-4,295,,1971,,,25,,
The Mind of Evil,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8nsm.jpg,"With the machine's true nature revealed, the Doctor devises a plan to safely dismantle it and capture the Master.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5c7n/doctor-who-19631996-season-8-the-mind-of-evil-episode-5,296,,1971,,,25,,
The Mind of Evil,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gm8p2v.jpg,"A showdown at the prison tests the Doctor's resolve, leading to the Master's temporary defeat but not his capture.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5c9z/doctor-who-19631996-season-8-the-mind-of-evil-episode-6,297,,1971,,,25,,
The Claws of Axos,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3g8g.jpg,"A seemingly benevolent alien race, the Axons, arrives on Earth, offering a miraculous energy source.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5cvh/doctor-who-19631996-season-8-the-claws-of-axos-episode-1,298,,1971,,,25,,
The Claws of Axos,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3gj1.jpg,"The Doctor suspects the Axons' gift hides a nefarious purpose, investigating their true intentions.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5d9m/doctor-who-19631996-season-8-the-claws-of-axos-episode-2,299,,1971,,,25,,
The Claws of Axos,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9m5v5.jpg,"The Axons reveal their plan to drain Earth's resources, transforming into monstrous forms to battle the Doctor and UNIT.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dcb/doctor-who-19631996-season-8-the-claws-of-axos-episode-3,300,,1971,,,25,,
The Claws of Axos,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9mttd.jpg,"With the Master's reluctant assistance, the Doctor foils the Axon plot, saving Earth but allowing the Master to escape.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5df3/doctor-who-19631996-season-8-the-claws-of-axos-episode-4,301,,1971,,,25,,
Colony in Space,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3gwz.jpg,The Time Lords send the Doctor and Jo to a distant planet where colonists and a mining corporation vie for control.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dgz/doctor-who-19631996-season-8-colony-in-space-episode-1,302,,1971,,,25,,
Colony in Space,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3gyz.jpg,"Investigating the conflict, the Doctor uncovers an ancient alien civilization's secrets that could destroy the planet.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dhn/doctor-who-19631996-season-8-colony-in-space-episode-2,303,,1971,,,25,,
Colony in Space,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3h0b.jpg,"The Master arrives, seeking to exploit the planet's power, forcing the Doctor to intervene.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dkf/doctor-who-19631996-season-8-colony-in-space-episode-3,304,,1971,,,25,,
Colony in Space,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3h4f.jpg,The Doctor strives to mediate between the colonists and miners while thwarting the Master's plan.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dmw/doctor-who-19631996-season-8-colony-in-space-episode-4,305,,1971,,,25,,
Colony in Space,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3j39.jpg,"As the alien power awakens, the Doctor must resolve the conflict and prevent the Master from seizing control.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dpw/doctor-who-19631996-season-8-colony-in-space-episode-5,306,,1971,,,25,,
Colony in Space,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v3j7k.jpg,"In a final confrontation, the Doctor ensures the planet's safety, leading to the Master's defeat but not his capture.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5drj/doctor-who-19631996-season-8-colony-in-space-episode-6,307,,1971,,,25,,
The Daemons,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9m15n.jpg,"In the English village of Devil's End, the Doctor investigates an ancient demon's awakening orchestrated by the Master.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dw1/doctor-who-19631996-season-8-the-daemons-part-1,308,,1971,,,25,,
The Daemons,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glrsc0.jpg,"The awakened Daemon, Azal, considers transferring his power, with the Master aiming to control it.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dx8/doctor-who-19631996-season-8-the-daemons-part-2,309,,1971,,,25,,
The Daemons,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9m1rs.jpg,"As the village is besieged by supernatural forces, the Doctor uncovers the truth behind the Daemons' mythology.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5dzw/doctor-who-19631996-season-8-the-daemons-part-3,310,,1971,,,25,,
The Daemons,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9m1t4.jpg,The Doctor and UNIT rally the villagers to fight the Master's influence and the Daemon's might.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5f1q/doctor-who-19631996-season-8-the-daemons-part-4,311,,1971,,,25,,
The Daemons,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9m1w4.jpg,"With cleverness and courage, the Doctor confronts Azal, defeating the Daemon and thwarting the Master's plan, leading to his capture.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v5f45/doctor-who-19631996-season-8-the-daemons-part-5,312,,1971,,,25,,
Day of the Daleks,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glrxcv.jpg,The Doctor and Jo encounter guerillas from the future who are fighting against a Dalek-occupied Earth.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78w1/doctor-who-19631996-season-9-day-of-the-daleks-episode-1,313,,1972,,,25,,
Day of the Daleks,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9b87.jpg,"Investigating time disturbances, the Doctor realizes the Daleks plan to change history to ensure their domination.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78y0/doctor-who-19631996-season-9-day-of-the-daleks-episode-2,314,,1972,,,25,,
Day of the Daleks,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glry0j.jpg,"In the 22nd century, the Doctor aims to foil the Daleks' plot, battling both Daleks and their Ogron minions.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78yw/doctor-who-19631996-season-9-day-of-the-daleks-episode-3,315,,1972,,,25,,
Day of the Daleks,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glrygs.jpg,"With a carefully crafted counterattack, the Doctor and the guerillas work to restore the timeline and defeat the Daleks.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v78zq/doctor-who-19631996-season-9-day-of-the-daleks-episode-4,316,,1972,,,25,,
The Curse of Peladon,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gls32w.jpg,"The Doctor and Jo visit the planet Peladon, where they become embroiled in political intrigue amid a Galactic Federation conference.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v794y/doctor-who-19631996-season-9-the-curse-of-peladon-episode-1,317,,1972,,,25,,
The Curse of Peladon,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gls3k2.jpg,"As they navigate the palace's dangers, they uncover a plot to sabotage Peladon's entry into the Federation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v795m/doctor-who-19631996-season-9-the-curse-of-peladon-episode-2,318,,1972,,,25,,
The Curse of Peladon,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gls4b4.jpg,"The Doctor works to reveal the true saboteur, facing off against alien delegates and the legendary Aggedor.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v796d/doctor-who-19631996-season-9-the-curse-of-peladon-episode-3,319,,1972,,,25,,
The Curse of Peladon,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gls4lz.jpg,"In a bid for peace, the Doctor exposes the conspiracy, securing Peladon's place in the Federation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v797g/doctor-who-19631996-season-9-the-curse-of-peladon-episode-4,320,,1972,,,25,,
The Sea Devils,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gls83y.jpg,"Investigating mysterious ship disappearances, the Doctor discovers the Sea Devils, an aquatic cousin of the Silurians.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v798y/doctor-who-19631996-season-9-the-sea-devils-episode-1,321,,1972,,,25,,
The Sea Devils,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmk4nz.jpg,"The Master, imprisoned nearby, is attempting to ally with the Sea Devils to conquer the surface world.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79b2/doctor-who-19631996-season-9-the-sea-devils-episode-2,322,,1972,,,25,,
The Sea Devils,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmk554.jpg,"The Doctor attempts a peaceful negotiation with the Sea Devils, which is sabotaged by the Master's machinations.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79c4/doctor-who-19631996-season-9-the-sea-devils-episode-3,323,,1972,,,25,,
The Sea Devils,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9gq9.jpg,"As conflict looms, the Doctor and Jo work to prevent a war between humanity and the Sea Devils.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79d0/doctor-who-19631996-season-9-the-sea-devils-episode-4,324,,1972,,,25,,
The Sea Devils,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9h01.jpg,"The Master's plans escalate, leading to a showdown on the Sea Devils' undersea base.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79dz/doctor-who-19631996-season-9-the-sea-devils-episode-5,325,,1972,,,25,,
The Sea Devils,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9h8d.jpg,"The Doctor takes drastic action to stop the Master and the Sea Devils, aiming to preserve peace between species.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79gn/doctor-who-19631996-season-9-the-sea-devils-episode-6,326,,1972,,,25,,
The Mutants,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9hvv.jpg,"Sent to the planet Solos, the Doctor and Jo are caught in a struggle between the imperial Overlords and the mutating Solonians.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79jl/doctor-who-19631996-season-9-the-mutants-episode-1,327,,1972,,,25,,
The Mutants,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9j0r.jpg,"Investigating the mutations, the Doctor discovers they are part of the planet's natural evolution, complicated by the Overlords' rule.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79ks/doctor-who-19631996-season-9-the-mutants-episode-2,328,,1972,,,25,,
The Mutants,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9j8n.jpg,"The struggle for independence intensifies, with the Doctor advocating for the Solonians' right to evolve and govern themselves.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79lv/doctor-who-19631996-season-9-the-mutants-episode-3,329,,1972,,,25,,
The Mutants,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9jh9.jpg,"Facing opposition from the Overlords and internal betrayal, the Doctor works to protect the Solonians' future.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79nk/doctor-who-19631996-season-9-the-mutants-episode-4,330,,1972,,,25,,
The Mutants,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9jpv.jpg,"With Jo's help, the Doctor races against time to unlock the secret of the mutations and Solos's liberation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79pk/doctor-who-19631996-season-9-the-mutants-episode-5,331,,1972,,,25,,
The Mutants,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v9jz5.jpg,"In a final stand, the Doctor and the Solonians confront the Overlords, ensuring Solos's path to self-determination.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79qk/doctor-who-19631996-season-9-the-mutants-episode-6,332,,1972,,,25,,
The Time Monster,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vbsd4.jpg,"The Doctor investigates a scientific experiment that accidentally taps into the time vortex, attracting the attention of an ancient Atlantean figure, Kronos.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79sd/doctor-who-19631996-season-9-the-time-monster-episode-1,333,,1972,,,25,,
The Time Monster,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vbsrp.jpg,"The Master, seeking to control Kronos for his own purposes, manipulates the experiment, endangering reality itself.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79t8/doctor-who-19631996-season-9-the-time-monster-episode-2,334,,1972,,,25,,
The Time Monster,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vbssx.jpg,"The Doctor and Jo Grant travel through various periods, attempting to thwart the Master's plans and prevent Kronos's catastrophic release.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v79vn/doctor-who-19631996-season-9-the-time-monster-episode-3,335,,1972,,,25,,
